Measure,Port Name,Year of Date,Value
Rail Containers Loaded,Eagle Pass,2017,170305
Rail Containers Loaded,Calexico East,2017,201
Rail Containers Loaded,Brownsville,2017,9275
Rail Containers Loaded,Tornillo,2016,0
Rail Containers Loaded,Tecate,2016,0
Rail Containers Loaded,Sasabe,2016,0
Rail Containers Loaded,Santa Teresa,2016,0
Rail Containers Loaded,San Ysidro,2016,0
Rail Containers Loaded,San Luis,2016,0
Rail Containers Loaded,Roma,2016,0
Rail Containers Loaded,Rio Grande City,2016,0
Rail Containers Loaded,Progreso,2016,0
Rail Containers Loaded,Presidio,2016,0
Rail Containers Loaded,Otay Mesa,2016,0
Rail Containers Loaded,Nogales,2016,40042
Rail Containers Loaded,Naco,2016,0
Rail Containers Loaded,Lukeville,2016,0
Rail Containers Loaded,Laredo,2016,253423
Rail Containers Loaded,Hidalgo,2016,0
Rail Containers Loaded,El Paso,2016,49788
Rail Containers Loaded,Eagle Pass,2016,153583
Rail Containers Loaded,Douglas,2016,0
Rail Containers Loaded,Del Rio,2016,0
Rail Containers Loaded,Columbus,2016,0
Rail Containers Loaded,Calexico East,2016,287
Rail Containers Loaded,Calexico,2016,0
Rail Containers Loaded,Brownsville,2016,11166
Rail Containers Loaded,Boquillas,2016,0
Rail Containers Loaded,Andrade,2016,0
Rail Containers Loaded,Tornillo,2015,0
Rail Containers Loaded,Tecate,2015,0
Rail Containers Loaded,Sasabe,2015,0
Rail Containers Loaded,Santa Teresa,2015,0
Rail Containers Loaded,San Ysidro,2015,0
Rail Containers Loaded,San Luis,2015,0
Rail Containers Loaded,Roma,2015,0
Rail Containers Loaded,Rio Grande City,2015,0
Rail Containers Loaded,Progreso,2015,0
Rail Containers Loaded,Presidio,2015,0
Rail Containers Loaded,Otay Mesa,2015,15
Rail Containers Loaded,Nogales,2015,44778
Rail Containers Loaded,Naco,2015,0
Rail Containers Loaded,Lukeville,2015,0
Rail Containers Loaded,Laredo,2015,245508
Rail Containers Loaded,Hidalgo,2015,0
Rail Containers Loaded,El Paso,2015,51380
Rail Containers Loaded,Eagle Pass,2015,131250
Rail Containers Loaded,Douglas,2015,0
Rail Containers Loaded,Del Rio,2015,0
Rail Containers Loaded,Columbus,2015,0
Rail Containers Loaded,Calexico East,2015,565
Rail Containers Loaded,Calexico,2015,0
Rail Containers Loaded,Brownsville,2015,8887
Rail Containers Loaded,Boquillas,2015,0
Rail Containers Loaded,Andrade,2015,0
Rail Containers Loaded,Tornillo,2014,0
Rail Containers Loaded,Tecate,2014,0
Rail Containers Loaded,Sasabe,2014,0
Rail Containers Loaded,Santa Teresa,2014,0
Rail Containers Loaded,San Ysidro,2014,0
Rail Containers Loaded,San Luis,2014,0
Rail Containers Loaded,Roma,2014,0
Rail Containers Loaded,Rio Grande City,2014,0
Rail Containers Loaded,Progreso,2014,0
Rail Containers Loaded,Presidio,2014,0
Rail Containers Loaded,Otay Mesa,2014,1
Rail Containers Loaded,Nogales,2014,42802
Rail Containers Loaded,Naco,2014,0
Rail Containers Loaded,Lukeville,2014,0
Rail Containers Loaded,Laredo,2014,254849
Rail Containers Loaded,Hidalgo,2014,0
Rail Containers Loaded,El Paso,2014,43351
Rail Containers Loaded,Eagle Pass,2014,121329
Rail Containers Loaded,Douglas,2014,0
Rail Containers Loaded,Del Rio,2014,0
Rail Containers Loaded,Columbus,2014,0
Rail Containers Loaded,Calexico East,2014,587
Rail Containers Loaded,Calexico,2014,0
Rail Containers Loaded,Brownsville,2014,10947
Rail Containers Loaded,Andrade,2014,0
Rail Containers Loaded,Tornillo,2013,0
Rail Containers Loaded,Tecate,2013,0
Rail Containers Loaded,Sasabe,2013,0
Rail Containers Loaded,Santa Teresa,2013,0
Rail Containers Loaded,San Ysidro,2013,0
Rail Containers Loaded,San Luis,2013,0
Rail Containers Loaded,Roma,2013,0
Rail Containers Loaded,Rio Grande City,2013,0
Rail Containers Loaded,Progreso,2013,0
Rail Containers Loaded,Presidio,2013,0
Rail Containers Loaded,Otay Mesa,2013,0
Rail Containers Loaded,Nogales,2013,49481
Rail Containers Loaded,Naco,2013,0
Rail Containers Loaded,Lukeville,2013,0
Rail Containers Loaded,Laredo,2013,255965
Rail Containers Loaded,Hidalgo,2013,0
Rail Containers Loaded,El Paso,2013,36123
Rail Containers Loaded,Eagle Pass,2013,91498
Rail Containers Loaded,Douglas,2013,0
Rail Containers Loaded,Del Rio,2013,0
Rail Containers Loaded,Columbus,2013,0
Rail Containers Loaded,Calexico East,2013,475
Rail Containers Loaded,Calexico,2013,0
Rail Containers Loaded,Brownsville,2013,8897
Rail Containers Loaded,Andrade,2013,0
Rail Containers Loaded,Tornillo,2012,0
Rail Containers Loaded,Tecate,2012,0
Rail Containers Loaded,Sasabe,2012,0
Rail Containers Loaded,Santa Teresa,2012,0
Rail Containers Loaded,San Ysidro,2012,0
Rail Containers Loaded,San Luis,2012,0
Rail Containers Loaded,Roma,2012,0
Rail Containers Loaded,Rio Grande City,2012,0
Rail Containers Loaded,Progreso,2012,0
Rail Containers Loaded,Presidio,2012,0
Rail Containers Loaded,Otay Mesa,2012,0
Rail Containers Loaded,Nogales,2012,37931
Rail Containers Loaded,Naco,2012,0
Rail Containers Loaded,Lukeville,2012,0
Rail Containers Loaded,Laredo,2012,236049
Rail Containers Loaded,Hidalgo,2012,0
Rail Containers Loaded,El Paso,2012,33310
Rail Containers Loaded,Eagle Pass,2012,86235
Rail Containers Loaded,Douglas,2012,0
Rail Containers Loaded,Del Rio,2012,0
Rail Containers Loaded,Columbus,2012,0
Rail Containers Loaded,Calexico East,2012,676
Rail Containers Loaded,Calexico,2012,0
Rail Containers Loaded,Brownsville,2012,5612
Rail Containers Loaded,Andrade,2012,0
Rail Containers Loaded,Tornillo,2011,0
Rail Containers Loaded,Tecate,2011,0
Rail Containers Loaded,Sasabe,2011,0
Rail Containers Loaded,Santa Teresa,2011,0
Rail Containers Loaded,San Ysidro,2011,0
Rail Containers Loaded,San Luis,2011,0
Rail Containers Loaded,Roma,2011,0
Rail Containers Loaded,Rio Grande City,2011,0
Rail Containers Loaded,Progreso,2011,0
Rail Containers Loaded,Presidio,2011,0
Rail Containers Loaded,Otay Mesa,2011,0
Rail Containers Loaded,Nogales,2011,38761
Rail Containers Loaded,Naco,2011,0
Rail Containers Loaded,Lukeville,2011,0
Rail Containers Loaded,Laredo,2011,200027
Rail Containers Loaded,Hidalgo,2011,0
Rail Containers Loaded,El Paso,2011,28573
Rail Containers Loaded,Eagle Pass,2011,82277
Rail Containers Loaded,Douglas,2011,0
Rail Containers Loaded,Del Rio,2011,0
Rail Containers Loaded,Columbus,2011,0
Rail Containers Loaded,Calexico East,2011,675
Rail Containers Loaded,Calexico,2011,0
Rail Containers Loaded,Brownsville,2011,8875
Rail Containers Loaded,Andrade,2011,0
Rail Containers Loaded,Tornillo,2010,0
Rail Containers Loaded,Tecate,2010,0
Rail Containers Loaded,Sasabe,2010,0
Rail Containers Loaded,Santa Teresa,2010,0
Rail Containers Loaded,San Ysidro,2010,0
Rail Containers Loaded,San Luis,2010,0
Rail Containers Loaded,Roma,2010,0
Rail Containers Loaded,Rio Grande City,2010,0
Rail Containers Loaded,Progreso,2010,0
Rail Containers Loaded,Presidio,2010,0
Rail Containers Loaded,Otay Mesa,2010,1
Rail Containers Loaded,Nogales,2010,35862
Rail Containers Loaded,Naco,2010,0
Rail Containers Loaded,Lukeville,2010,0
Rail Containers Loaded,Laredo,2010,165297
Rail Containers Loaded,Hidalgo,2010,0
Rail Containers Loaded,El Paso,2010,32360
Rail Containers Loaded,Eagle Pass,2010,75158
Rail Containers Loaded,Douglas,2010,0
Rail Containers Loaded,Del Rio,2010,0
Rail Containers Loaded,Columbus,2010,0
Rail Containers Loaded,Calexico East,2010,492
Rail Containers Loaded,Calexico,2010,0
Rail Containers Loaded,Brownsville,2010,8852
Rail Containers Loaded,Andrade,2010,0
Rail Containers Loaded,Tornillo,2009,0
Rail Containers Loaded,Tecate,2009,0
Rail Containers Loaded,Sasabe,2009,0
Rail Containers Loaded,Santa Teresa,2009,0
Rail Containers Loaded,San Ysidro,2009,0
Rail Containers Loaded,San Luis,2009,0
Rail Containers Loaded,Roma,2009,0
Rail Containers Loaded,Rio Grande City,2009,0
Rail Containers Loaded,Progreso,2009,0
Rail Containers Loaded,Presidio,2009,0
Rail Containers Loaded,Otay Mesa,2009,7
Rail Containers Loaded,Nogales,2009,26735
Rail Containers Loaded,Naco,2009,0
Rail Containers Loaded,Lukeville,2009,0
Rail Containers Loaded,Laredo,2009,122831
Rail Containers Loaded,Hidalgo,2009,0
Rail Containers Loaded,El Paso,2009,28236
Rail Containers Loaded,Eagle Pass,2009,54750
Rail Containers Loaded,Douglas,2009,0
Rail Containers Loaded,Del Rio,2009,0
Rail Containers Loaded,Columbus,2009,0
Rail Containers Loaded,Calexico East,2009,403
Rail Containers Loaded,Calexico,2009,0
Rail Containers Loaded,Brownsville,2009,5707
Rail Containers Loaded,Andrade,2009,0
Rail Containers Loaded,Tornillo,2008,0
Rail Containers Loaded,Tecate,2008,0
Rail Containers Loaded,Sasabe,2008,0
Rail Containers Loaded,Santa Teresa,2008,0
Rail Containers Loaded,San Ysidro,2008,0
Rail Containers Loaded,San Luis,2008,0
Rail Containers Loaded,Roma,2008,0
Rail Containers Loaded,Rio Grande City,2008,0
Rail Containers Loaded,Progreso,2008,0
Rail Containers Loaded,Presidio,2008,0
Rail Containers Loaded,Otay Mesa,2008,16
Rail Containers Loaded,Nogales,2008,31975
Rail Containers Loaded,Naco,2008,0
Rail Containers Loaded,Lukeville,2008,0
Rail Containers Loaded,Laredo,2008,167549
Rail Containers Loaded,Hidalgo,2008,0
Rail Containers Loaded,El Paso,2008,76745
Rail Containers Loaded,Eagle Pass,2008,48133
Rail Containers Loaded,Douglas,2008,0
Rail Containers Loaded,Del Rio,2008,0
Rail Containers Loaded,Columbus,2008,0
Rail Containers Loaded,Calexico East,2008,1638
Rail Containers Loaded,Calexico,2008,0
Rail Containers Loaded,Brownsville,2008,6522
Rail Containers Loaded,Andrade,2008,0
Rail Containers Loaded,Tornillo,2007,0
Rail Containers Loaded,Tecate,2007,0
Rail Containers Loaded,Sasabe,2007,0
Rail Containers Loaded,Santa Teresa,2007,0
Rail Containers Loaded,San Ysidro,2007,0
Rail Containers Loaded,San Luis,2007,0
Rail Containers Loaded,Roma,2007,0
Rail Containers Loaded,Rio Grande City,2007,0
Rail Containers Loaded,Progreso,2007,0
Rail Containers Loaded,Presidio,2007,0
Rail Containers Loaded,Otay Mesa,2007,13
Rail Containers Loaded,Nogales,2007,34060
Rail Containers Loaded,Naco,2007,0
Rail Containers Loaded,Lukeville,2007,0
Rail Containers Loaded,Laredo,2007,189244
Rail Containers Loaded,Hidalgo,2007,0
Rail Containers Loaded,El Paso,2007,89316
Rail Containers Loaded,Eagle Pass,2007,42842
Rail Containers Loaded,Douglas,2007,0
Rail Containers Loaded,Del Rio,2007,0
Rail Containers Loaded,Columbus,2007,0
Rail Containers Loaded,Calexico East,2007,2060
Rail Containers Loaded,Calexico,2007,0
Rail Containers Loaded,Brownsville,2007,7901
Rail Containers Loaded,Andrade,2007,0
Rail Containers Loaded,Tornillo,2006,0
Rail Containers Loaded,Tecate,2006,1
Rail Containers Loaded,Sasabe,2006,0
Rail Containers Loaded,Santa Teresa,2006,0
Rail Containers Loaded,San Ysidro,2006,0
Rail Containers Loaded,San Luis,2006,0
Rail Containers Loaded,Roma,2006,0
Rail Containers Loaded,Rio Grande City,2006,0
Rail Containers Loaded,Progreso,2006,0
Rail Containers Loaded,Presidio,2006,14
Rail Containers Loaded,Otay Mesa,2006,2
Rail Containers Loaded,Nogales,2006,41821
Rail Containers Loaded,Naco,2006,0
Rail Containers Loaded,Lukeville,2006,0
Rail Containers Loaded,Laredo,2006,196797
Rail Containers Loaded,Hidalgo,2006,0
Rail Containers Loaded,El Paso,2006,95361
Rail Containers Loaded,Eagle Pass,2006,41271
Rail Containers Loaded,Douglas,2006,0
Rail Containers Loaded,Del Rio,2006,0
Rail Containers Loaded,Columbus,2006,0
Rail Containers Loaded,Calexico East,2006,1929
Rail Containers Loaded,Calexico,2006,1
Rail Containers Loaded,Brownsville,2006,6056
Rail Containers Loaded,Andrade,2006,0
Rail Containers Loaded,Tornillo,2005,0
Rail Containers Loaded,Tecate,2005,0
Rail Containers Loaded,Sasabe,2005,0
Rail Containers Loaded,Santa Teresa,2005,0
Rail Containers Loaded,San Ysidro,2005,0
Rail Containers Loaded,San Luis,2005,0
Rail Containers Loaded,Roma,2005,0
Rail Containers Loaded,Rio Grande City,2005,0
Rail Containers Loaded,Progreso,2005,0
Rail Containers Loaded,Presidio,2005,8
Rail Containers Loaded,Otay Mesa,2005,37
Rail Containers Loaded,Nogales,2005,28748
Rail Containers Loaded,Naco,2005,0
Rail Containers Loaded,Lukeville,2005,0
Rail Containers Loaded,Laredo,2005,197337
Rail Containers Loaded,Hidalgo,2005,0
Rail Containers Loaded,El Paso,2005,75967
Rail Containers Loaded,Eagle Pass,2005,22346
Rail Containers Loaded,Douglas,2005,0
Rail Containers Loaded,Del Rio,2005,0
Rail Containers Loaded,Columbus,2005,0
Rail Containers Loaded,Calexico East,2005,3881
Rail Containers Loaded,Calexico,2005,0
Rail Containers Loaded,Brownsville,2005,7287
Rail Containers Loaded,Andrade,2005,0
Rail Containers Loaded,Tornillo,2004,0
Rail Containers Loaded,Tecate,2004,0
Rail Containers Loaded,Sasabe,2004,0
Rail Containers Loaded,Santa Teresa,2004,0
Rail Containers Loaded,San Ysidro,2004,0
Rail Containers Loaded,San Luis,2004,0
Rail Containers Loaded,Roma,2004,0
Rail Containers Loaded,Rio Grande City,2004,0
Rail Containers Loaded,Progreso,2004,0
Rail Containers Loaded,Presidio,2004,0
Rail Containers Loaded,Otay Mesa,2004,3
Rail Containers Loaded,Nogales,2004,27439
Rail Containers Loaded,Naco,2004,0
Rail Containers Loaded,Lukeville,2004,0
Rail Containers Loaded,Laredo,2004,195127
Rail Containers Loaded,Hidalgo,2004,0
Rail Containers Loaded,El Paso,2004,60403
Rail Containers Loaded,Eagle Pass,2004,15805
Rail Containers Loaded,Douglas,2004,0
Rail Containers Loaded,Del Rio,2004,0
Rail Containers Loaded,Columbus,2004,0
Rail Containers Loaded,Calexico East,2004,1259
Rail Containers Loaded,Calexico,2004,0
Rail Containers Loaded,Brownsville,2004,5712
Rail Containers Loaded,Andrade,2004,0
Rail Containers Loaded,Tornillo,2003,0
Rail Containers Loaded,Tecate,2003,232
Rail Containers Loaded,Sasabe,2003,0
Rail Containers Loaded,Santa Teresa,2003,0
Rail Containers Loaded,San Ysidro,2003,0
Rail Containers Loaded,San Luis,2003,0
Rail Containers Loaded,Roma,2003,0
Rail Containers Loaded,Rio Grande City,2003,0
Rail Containers Loaded,Progreso,2003,0
Rail Containers Loaded,Presidio,2003,0
Rail Containers Loaded,Otay Mesa,2003,11
Rail Containers Loaded,Nogales,2003,24602
Rail Containers Loaded,Naco,2003,0
Rail Containers Loaded,Lukeville,2003,0
Rail Containers Loaded,Laredo,2003,197684
Rail Containers Loaded,Hidalgo,2003,0
Rail Containers Loaded,El Paso,2003,21002
Rail Containers Loaded,Eagle Pass,2003,11996
Rail Containers Loaded,Douglas,2003,0
Rail Containers Loaded,Del Rio,2003,0
Rail Containers Loaded,Columbus,2003,0
Rail Containers Loaded,Calexico East,2003,950
Rail Containers Loaded,Calexico,2003,0
Rail Containers Loaded,Brownsville,2003,9992
Rail Containers Loaded,Andrade,2003,0
Rail Containers Loaded,Tornillo,2002,0
Rail Containers Loaded,Tecate,2002,1635
Rail Containers Loaded,Sasabe,2002,0
Rail Containers Loaded,Santa Teresa,2002,0
Rail Containers Loaded,San Ysidro,2002,0
Rail Containers Loaded,San Luis,2002,0
Rail Containers Loaded,Roma,2002,0
Rail Containers Loaded,Rio Grande City,2002,0
Rail Containers Loaded,Progreso,2002,0
Rail Containers Loaded,Presidio,2002,0
Rail Containers Loaded,Otay Mesa,2002,9
Rail Containers Loaded,Nogales,2002,31789
Rail Containers Loaded,Naco,2002,0
Rail Containers Loaded,Lukeville,2002,0
Rail Containers Loaded,Laredo,2002,194065
Rail Containers Loaded,Hidalgo,2002,0
Rail Containers Loaded,El Paso,2002,18364
Rail Containers Loaded,Eagle Pass,2002,15390
Rail Containers Loaded,Douglas,2002,0
Rail Containers Loaded,Del Rio,2002,0
Rail Containers Loaded,Columbus,2002,0
Rail Containers Loaded,Calexico East,2002,460
Rail Containers Loaded,Calexico,2002,0
Rail Containers Loaded,Brownsville,2002,7838
Rail Containers Loaded,Andrade,2002,0
Rail Containers Loaded,Tornillo,2001,0
Rail Containers Loaded,Tecate,2001,1303
Rail Containers Loaded,Sasabe,2001,0
Rail Containers Loaded,Santa Teresa,2001,0
Rail Containers Loaded,San Ysidro,2001,0
Rail Containers Loaded,San Luis,2001,0
Rail Containers Loaded,Roma,2001,0
Rail Containers Loaded,Rio Grande City,2001,0
Rail Containers Loaded,Progreso,2001,0
Rail Containers Loaded,Presidio,2001,0
Rail Containers Loaded,Otay Mesa,2001,2
Rail Containers Loaded,Nogales,2001,35716
Rail Containers Loaded,Naco,2001,0
Rail Containers Loaded,Lukeville,2001,0
Rail Containers Loaded,Laredo,2001,187479
Rail Containers Loaded,Hidalgo,2001,0
Rail Containers Loaded,El Paso,2001,17337
Rail Containers Loaded,Eagle Pass,2001,16237
Rail Containers Loaded,Douglas,2001,0
Rail Containers Loaded,Del Rio,2001,0
Rail Containers Loaded,Columbus,2001,0
Rail Containers Loaded,Calexico East,2001,908
Rail Containers Loaded,Calexico,2001,30
Rail Containers Loaded,Brownsville,2001,7560
Rail Containers Loaded,Andrade,2001,0
Rail Containers Loaded,Tornillo,2000,0
Rail Containers Loaded,Tecate,2000,0
Rail Containers Loaded,Sasabe,2000,0
Rail Containers Loaded,Santa Teresa,2000,0
Rail Containers Loaded,San Ysidro,2000,0
Rail Containers Loaded,San Luis,2000,0
Rail Containers Loaded,Roma,2000,0
Rail Containers Loaded,Rio Grande City,2000,0
Rail Containers Loaded,Progreso,2000,0
Rail Containers Loaded,Presidio,2000,0
Rail Containers Loaded,Otay Mesa,2000,167
Rail Containers Loaded,Nogales,2000,25249
Rail Containers Loaded,Naco,2000,0
Rail Containers Loaded,Lukeville,2000,0
Rail Containers Loaded,Laredo,2000,174439
Rail Containers Loaded,Hidalgo,2000,0
Rail Containers Loaded,El Paso,2000,10721
Rail Containers Loaded,Eagle Pass,2000,40898
Rail Containers Loaded,Douglas,2000,0
Rail Containers Loaded,Del Rio,2000,0
Rail Containers Loaded,Columbus,2000,0
Rail Containers Loaded,Calexico East,2000,1398
Rail Containers Loaded,Calexico,2000,0
Rail Containers Loaded,Brownsville,2000,13363
Rail Containers Loaded,Andrade,2000,0
Rail Containers Loaded,Tornillo,1999,0
Rail Containers Loaded,Tecate,1999,0
Rail Containers Loaded,Sasabe,1999,0
Rail Containers Loaded,Santa Teresa,1999,0
Rail Containers Loaded,San Ysidro,1999,0
Rail Containers Loaded,San Luis,1999,0
Rail Containers Loaded,Roma,1999,0
Rail Containers Loaded,Rio Grande City,1999,0
Rail Containers Loaded,Progreso,1999,0
Rail Containers Loaded,Presidio,1999,0
Rail Containers Loaded,Otay Mesa,1999,906
Rail Containers Loaded,Nogales,1999,19466
Rail Containers Loaded,Naco,1999,0
Rail Containers Loaded,Lukeville,1999,0
Rail Containers Loaded,Laredo,1999,131798
Rail Containers Loaded,Hidalgo,1999,0
Rail Containers Loaded,El Paso,1999,9177
Rail Containers Loaded,Eagle Pass,1999,45571
Rail Containers Loaded,Douglas,1999,0
Rail Containers Loaded,Del Rio,1999,0
Rail Containers Loaded,Columbus,1999,0
Rail Containers Loaded,Calexico East,1999,1609
Rail Containers Loaded,Calexico,1999,0
Rail Containers Loaded,Brownsville,1999,17487
Rail Containers Loaded,Andrade,1999,0
Rail Containers Loaded,Tornillo,1998,0
Rail Containers Loaded,Tecate,1998,0
Rail Containers Loaded,Sasabe,1998,0
Rail Containers Loaded,Santa Teresa,1998,0
Rail Containers Loaded,San Ysidro,1998,0
Rail Containers Loaded,San Luis,1998,0
Rail Containers Loaded,Roma,1998,0
Rail Containers Loaded,Rio Grande City,1998,114
Rail Containers Loaded,Progreso,1998,0
Rail Containers Loaded,Presidio,1998,104
Rail Containers Loaded,Otay Mesa,1998,280
Rail Containers Loaded,Nogales,1998,20479
Rail Containers Loaded,Naco,1998,0
Rail Containers Loaded,Lukeville,1998,0
Rail Containers Loaded,Laredo,1998,95204
Rail Containers Loaded,Hidalgo,1998,80
Rail Containers Loaded,El Paso,1998,10254
Rail Containers Loaded,Eagle Pass,1998,39236
Rail Containers Loaded,Douglas,1998,49
Rail Containers Loaded,Del Rio,1998,0
Rail Containers Loaded,Columbus,1998,0
Rail Containers Loaded,Calexico East,1998,1294
Rail Containers Loaded,Calexico,1998,0
Rail Containers Loaded,Brownsville,1998,8396
Rail Containers Loaded,Andrade,1998,0
Rail Containers Loaded,Tornillo,1997,0
Rail Containers Loaded,Tecate,1997,0
Rail Containers Loaded,Sasabe,1997,0
Rail Containers Loaded,Santa Teresa,1997,0
Rail Containers Loaded,San Ysidro,1997,0
Rail Containers Loaded,San Luis,1997,0
Rail Containers Loaded,Roma,1997,0
Rail Containers Loaded,Rio Grande City,1997,0
Rail Containers Loaded,Progreso,1997,0
Rail Containers Loaded,Presidio,1997,1842
Rail Containers Loaded,Otay Mesa,1997,137
Rail Containers Loaded,Nogales,1997,15539
Rail Containers Loaded,Naco,1997,0
Rail Containers Loaded,Lukeville,1997,0
Rail Containers Loaded,Laredo,1997,84488
Rail Containers Loaded,Hidalgo,1997,0
Rail Containers Loaded,El Paso,1997,8599
Rail Containers Loaded,Eagle Pass,1997,36071
Rail Containers Loaded,Douglas,1997,0
Rail Containers Loaded,Del Rio,1997,0
Rail Containers Loaded,Columbus,1997,0
Rail Containers Loaded,Calexico East,1997,440
Rail Containers Loaded,Calexico,1997,675
Rail Containers Loaded,Brownsville,1997,8273
Rail Containers Loaded,Andrade,1997,0
Rail Containers Loaded,Tornillo,1996,0
Rail Containers Loaded,Tecate,1996,0
Rail Containers Loaded,Sasabe,1996,0
Rail Containers Loaded,Santa Teresa,1996,0
Rail Containers Loaded,San Ysidro,1996,0
Rail Containers Loaded,San Luis,1996,0
Rail Containers Loaded,Roma,1996,0
Rail Containers Loaded,Rio Grande City,1996,0
Rail Containers Loaded,Progreso,1996,0
Rail Containers Loaded,Presidio,1996,698
Rail Containers Loaded,Otay Mesa,1996,10
Rail Containers Loaded,Nogales,1996,13430
Rail Containers Loaded,Naco,1996,0
Rail Containers Loaded,Lukeville,1996,0
Rail Containers Loaded,Laredo,1996,69204
Rail Containers Loaded,Hidalgo,1996,0
Rail Containers Loaded,El Paso,1996,8208
Rail Containers Loaded,Eagle Pass,1996,37820
Rail Containers Loaded,Douglas,1996,0
Rail Containers Loaded,Del Rio,1996,0
Rail Containers Loaded,Columbus,1996,0
Rail Containers Loaded,Calexico East,1996,0
Rail Containers Loaded,Calexico,1996,1226
Rail Containers Loaded,Brownsville,1996,11640
Rail Containers Loaded,Andrade,1996,0
Train Passengers,Otay Mesa,2023,38
Train Passengers,El Paso,2023,560
Train Passengers,Eagle Pass,2023,4182
Train Passengers,Calexico East,2023,169
Train Passengers,Otay Mesa,2022,246
Train Passengers,Nogales,2022,2028
Train Passengers,El Paso,2022,918
Train Passengers,Calexico East,2022,255
Train Passengers,Roma,2021,11279
Train Passengers,Otay Mesa,2021,309
Train Passengers,Nogales,2021,3760
Train Passengers,El Paso,2021,1784
Train Passengers,Calexico East,2021,203
Train Passengers,Otay Mesa,2020,258
Train Passengers,Nogales,2020,2320
Train Passengers,El Paso,2020,4031
Train Passengers,Calexico East,2020,234
Train Passengers,Otay Mesa,2019,416
Train Passengers,Nogales,2019,2581
Train Passengers,El Paso,2019,6339
Train Passengers,Calexico East,2019,232
Train Passengers,Otay Mesa,2018,408
Train Passengers,Nogales,2018,2887
Train Passengers,El Paso,2018,6895
Train Passengers,Calexico East,2018,246
Train Passengers,Otay Mesa,2017,458
Train Passengers,Nogales,2017,2600
Train Passengers,El Paso,2017,7765
Train Passengers,Calexico East,2017,247
Train Passengers,Tornillo,2016,0
Train Passengers,Tecate,2016,0
Train Passengers,Sasabe,2016,11
Train Passengers,Santa Teresa,2016,0
Train Passengers,San Ysidro,2016,0
Train Passengers,San Luis,2016,0
Train Passengers,Roma,2016,0
Train Passengers,Rio Grande City,2016,0
Train Passengers,Progreso,2016,0
Train Passengers,Presidio,2016,0
Train Passengers,Otay Mesa,2016,472
Train Passengers,Nogales,2016,2970
Train Passengers,Naco,2016,0
Train Passengers,Lukeville,2016,0
Train Passengers,Laredo,2016,0
Train Passengers,Hidalgo,2016,0
Train Passengers,El Paso,2016,10759
Train Passengers,Eagle Pass,2016,0
Train Passengers,Douglas,2016,0
Train Passengers,Del Rio,2016,0
Train Passengers,Columbus,2016,0
Train Passengers,Calexico East,2016,250
Train Passengers,Calexico,2016,0
Train Passengers,Brownsville,2016,0
Train Passengers,Boquillas,2016,0
Train Passengers,Andrade,2016,0
Train Passengers,Tornillo,2015,0
Train Passengers,Tecate,2015,0
Train Passengers,Sasabe,2015,0
Train Passengers,Santa Teresa,2015,0
Train Passengers,San Ysidro,2015,0
Train Passengers,San Luis,2015,0
Train Passengers,Roma,2015,0
Train Passengers,Rio Grande City,2015,0
Train Passengers,Progreso,2015,0
Train Passengers,Presidio,2015,0
Train Passengers,Otay Mesa,2015,440
Train Passengers,Nogales,2015,3204
Train Passengers,Naco,2015,0
Train Passengers,Lukeville,2015,0
Train Passengers,Laredo,2015,0
Train Passengers,Hidalgo,2015,0
Train Passengers,El Paso,2015,5785
Train Passengers,Eagle Pass,2015,0
Train Passengers,Douglas,2015,0
Train Passengers,Del Rio,2015,0
Train Passengers,Columbus,2015,0
Train Passengers,Calexico East,2015,240
Train Passengers,Calexico,2015,0
Train Passengers,Brownsville,2015,0
Train Passengers,Boquillas,2015,0
Train Passengers,Andrade,2015,0
Train Passengers,Tornillo,2014,0
Train Passengers,Tecate,2014,0
Train Passengers,Sasabe,2014,0
Train Passengers,Santa Teresa,2014,0
Train Passengers,San Ysidro,2014,0
Train Passengers,San Luis,2014,0
Train Passengers,Roma,2014,0
Train Passengers,Rio Grande City,2014,0
Train Passengers,Progreso,2014,0
Train Passengers,Presidio,2014,0
Train Passengers,Otay Mesa,2014,410
Train Passengers,Nogales,2014,3180
Train Passengers,Naco,2014,0
Train Passengers,Lukeville,2014,0
Train Passengers,Laredo,2014,0
Train Passengers,Hidalgo,2014,0
Train Passengers,El Paso,2014,6741
Train Passengers,Eagle Pass,2014,0
Train Passengers,Douglas,2014,0
Train Passengers,Del Rio,2014,0
Train Passengers,Columbus,2014,0
Train Passengers,Calexico East,2014,247
Train Passengers,Calexico,2014,0
Train Passengers,Brownsville,2014,0
Train Passengers,Andrade,2014,0
Train Passengers,Tornillo,2013,0
Train Passengers,Tecate,2013,0
Train Passengers,Sasabe,2013,0
Train Passengers,Santa Teresa,2013,0
Train Passengers,San Ysidro,2013,0
Train Passengers,San Luis,2013,0
Train Passengers,Roma,2013,0
Train Passengers,Rio Grande City,2013,0
Train Passengers,Progreso,2013,0
Train Passengers,Presidio,2013,0
Train Passengers,Otay Mesa,2013,474
Train Passengers,Nogales,2013,3466
Train Passengers,Naco,2013,0
Train Passengers,Lukeville,2013,0
Train Passengers,Laredo,2013,0
Train Passengers,Hidalgo,2013,0
Train Passengers,El Paso,2013,0
Train Passengers,Eagle Pass,2013,0
Train Passengers,Douglas,2013,0
Train Passengers,Del Rio,2013,0
Train Passengers,Columbus,2013,0
